gene	genename	zscore	effect_size	pvalue	pred_perf_R2	pred_perf_pval	n_snps_used	n_snps_in_model
ENSG00000170703	TTLL6	-5.72892923202195	-0.133736521130041	1.01066544022643e-08	0.0990409579506143	3.05294631962073e-12	9	10
ENSG00000115216	NRBP1	-5.71806948250487	-0.293113159351923	1.07741089383495e-08	0.0845223589376191	1.37657942204585e-10	8	17
ENSG00000130921	C12orf65	5.62953452979252	0.138794607326973	1.80696597684715e-08	0.153540394520658	1.16153052589942e-18	6	12
ENSG00000280620	SCAANT1	-5.58354726692991	-0.552242505550914	2.35661690162203e-08	0.0173462600855976	0.00427523361160561	5	5
ENSG00000115234	SNX17	-5.57536730934854	-0.382343467355839	2.47008125064951e-08	0.0163392551912036	0.00556743973901539	2	5
ENSG00000136485	DCAF7	-5.56125521361607	-0.803509961676224	2.6784116924361e-08	0.0471206855894077	2.08327290801008e-06	4	7
ENSG00000145354	CISD2	5.5415782993003	0.151499207106535	2.99757485500152e-08	0.107158525184431	3.55178813062909e-13	9	12
ENSG00000204482	LST1	5.48785572604374	0.515559720360745	4.06842133315877e-08	0.045138215040944	3.45240933534301e-06	2	34
ENSG00000109323	MANBA	-5.45544394405102	-0.235471234511997	4.88506410878387e-08	0.024	0.000796809239733802	26	28
ENSG00000175305	CCNE2	-5.43771989425919	-0.204994732280353	5.39667264209953e-08	0.100971836862832	1.83284716402858e-12	14	20
ENSG00000204427	ABHD16A	5.41011600975324	1.20587062453106	6.29839349564065e-08	0.0765102023572911	1.10419833891581e-09	4	23
ENSG00000135124	P2RX4	5.36525878933957	0.11855491611697	8.08332381030397e-08	0.185028123078953	1.51790675915737e-22	9	22
ENSG00000118520	ARG1	-5.36496890573228	-0.279764560146466	8.09631655052101e-08	0.044	4.63286292274038e-06	3	4
ENSG00000177469	CAVIN1	-5.35803506469309	-0.271987260518455	8.41319147681929e-08	0.0150375406121253	0.00784594291227528	4	7
ENSG00000244731	C4A	-5.33388801432824	-0.0599777084537334	9.61318227243879e-08	0.253027960237034	1.90255617673217e-31	9	29
ENSG00000233559	LINC00513	-5.31776306361971	-0.268341180977883	1.05050740550894e-07	0.0159505941406442	0.00616664646377035	11	21
ENSG00000182247	UBE2E2	5.30286076967869	0.295746879794121	1.14001869944147e-07	0.0264837676381426	0.000402347225181403	6	8
ENSG00000183779	ZNF703	-5.29942407790418	-0.140393258392405	1.16168528796479e-07	0.0724295775310112	3.17282566917833e-09	18	49
ENSG00000177710	SLC35G5	-5.29788926902345	-0.182443660771671	1.17148969192016e-07	0.0480487949813825	1.64440267773863e-06	8	11
ENSG00000163933	RFT1	-5.29518820442267	-0.0548919561513017	1.188938951735e-07	0.312706051650283	6.16946267892509e-40	11	19
ENSG00000152219	ARL14EP	-5.29009182507673	-0.0801929896058103	1.22254965928548e-07	0.0373595002288333	2.50310530211121e-05	8	10
ENSG00000157837	SPPL3	-5.2820560345642	-0.119909719611568	1.27742111999396e-07	0.138876026054279	6.72988504637755e-17	4	5
ENSG00000167491	GATAD2A	5.27596145523863	0.279186660954099	1.32061846125353e-07	0.0338306908057226	6.1522049899216e-05	4	6
ENSG00000267368	UPK3BL1	5.26411110868397	0.207377691654986	1.40869241604946e-07	0.304814463018414	8.98389006462144e-39	11	42
ENSG00000204531	POU5F1	-5.24794553182501	-0.363880313199725	1.53804752933695e-07	0.47363396484853	4.45676154149227e-67	5	35
ENSG00000214432	VPS33B-DT	-5.23860718191144	-0.352815342702434	1.61793001662858e-07	0.0384924769424374	1.8756674557118e-05	12	21
ENSG00000115290	GRB14	5.23020005401176	0.382012090312554	1.69326701326966e-07	0.0860583965992907	9.22096851287494e-11	6	9
ENSG00000260233	SSSCA1-AS1	5.20132294690751	0.230389276209067	1.97874921559205e-07	0.036	3.28094620728711e-05	6	6
ENSG00000124783	SSR1	-5.17864027197658	-0.244716158485428	2.23508983099308e-07	0.0672877896636479	1.19441224455835e-08	11	21
ENSG00000082438	COBLL1	-5.17462943211534	-0.174833546932826	2.28363759235961e-07	0.0549318342230091	2.83851972919261e-07	5	5
ENSG00000160799	CCDC12	5.13986560595051	0.333199577284938	2.74935043176328e-07	0.0163513750020125	0.00554973640961492	5	5
ENSG00000149084	HSD17B12	-5.11642397442566	-0.0416092026684428	3.11382708950703e-07	0.599458180328294	7.86737696873362e-95	15	31
ENSG00000227467	LINC01537	5.10773691252997	0.295338605469788	3.26040174192244e-07	0.12485103425229	3.08127708126248e-15	8	20
ENSG00000103657	HERC1	5.09357543330246	0.35913448943941	3.51373153906209e-07	0.117	2.51478529327022e-14	7	7
ENSG00000156170	NDUFAF6	-5.05794449414311	-0.174743586628904	4.23799740856268e-07	0.071	4.80774921497176e-09	8	8
ENSG00000115241	PPM1G	-5.05366121805714	-0.168689432135796	4.33420131562556e-07	0.0435535366321856	5.16918274577429e-06	7	12
ENSG00000283375	AC087521.4	-5.04658418286076	-0.043261759586764	4.49778764233244e-07	0.571399856091306	5.91700860336774e-88	12	26
ENSG00000198169	ZNF251	5.04373840675873	0.206395359717046	4.56523329583902e-07	0.076	1.44827364185736e-09	4	9
ENSG00000161016	RPL8	-5.01795994579348	-0.184385052943516	5.22230612309826e-07	0.433481638516128	1.32687073329002e-59	3	17
ENSG00000260236	AC099778.1	4.99955489427536	0.3257869324501	5.74628112204323e-07	0.019	0.00252422191370412	15	18
ENSG00000258725	PRC1-AS1	-4.96901222402058	-0.182514482463765	6.72948280433516e-07	0.045	3.26872160726905e-06	28	59
ENSG00000112282	MED23	-4.95829103341988	-0.368692430457916	7.11159756194846e-07	0.0186089933967289	0.00307419055548734	4	4
ENSG00000198754	OXCT2	4.94414415060508	0.577426590161023	7.64790997642706e-07	0.035	4.80390998599241e-05	48	97
ENSG00000198909	MAP3K3	-4.93130474756527	-0.106559254181614	8.16821869698003e-07	0.149550456687727	3.5275765261109e-18	5	5
ENSG00000246250	AC087521.2	-4.93053493332235	-0.0984191047422244	8.20047500571519e-07	0.0948988773326315	9.0942782861675e-12	4	8
ENSG00000073803	MAP3K13	-4.92790364827667	-0.206928249880035	8.31165850145865e-07	0.0252638990256254	0.000550278293908722	9	14
ENSG00000227117	HORMAD2-AS1	4.91678302080791	0.110805276082613	8.7977970952835e-07	0.0195965235435255	0.00237748868189266	9	10
ENSG00000051825	MPHOSPH9	-4.91484654795138	-0.140815204599264	8.88520263142567e-07	0.0545376697795159	3.13933360782295e-07	8	11
ENSG00000205238	SPDYE2	4.88977111315354	0.693266025369997	1.00953293724615e-06	0.0217926465053646	0.00134574232353235	2	6
ENSG00000140382	HMG20A	4.87740749519756	0.121660769110084	1.07489229383972e-06	0.102397927841892	1.25664130171809e-12	13	22
ENSG00000166816	LDHD	-4.87062199144783	-0.157790670039103	1.11247490752753e-06	0.0322667050349526	9.1683931641951e-05	9	25
ENSG00000275342	PRAG1	-4.86838692980198	-0.329110218079016	1.1251286864411e-06	0.032	0.000107820035402277	50	58
ENSG00000270154	AC130352.1	4.86720860769161	0.25406586544155	1.13185538475058e-06	0.0349635949081189	4.60892044477201e-05	8	15
ENSG00000101421	CHMP4B	-4.86184131691494	-0.227236262042768	1.16298837782303e-06	0.0237425273691892	0.000813786226600675	8	13
ENSG00000226979	LTA	-4.85542168674699	-2.07372726142968	1.20130824532438e-06	0.0103932868536438	0.0272666449621216	1	8
ENSG00000214530	STARD10	4.85514624771448	0.0748542348226427	1.20297927352908e-06	0.245943123579968	1.74862182444672e-30	5	6
ENSG00000141452	RMC1	-4.85387353262204	-0.121528490894214	1.21072963965574e-06	0.169130790879519	1.4433738989786e-20	7	9
ENSG00000101057	MYBL2	-4.83124609993256	-0.781126377974346	1.35681166879564e-06	0.01	0.0300834793783406	3	4
ENSG00000013523	ANGEL1	4.80684798362654	0.20235872468813	1.53328487528803e-06	0.023	0.000944426864996849	20	36
ENSG00000159199	ATP5MC1	4.79465368332453	0.148429113155442	1.62956098193057e-06	0.0226953419655065	0.00106592792249705	9	10
ENSG00000169783	LINGO1	4.78053783233505	0.189609421905385	1.74826853993615e-06	0.0256229592394399	0.000501803907823961	12	15
ENSG00000273341	AC004921.1	-4.77725937748751	-0.163035380455446	1.77700495895827e-06	0.0764642316845465	1.11742657202815e-09	9	16
ENSG00000107679	PLEKHA1	4.77169840083965	0.117637877125234	1.8267891113144e-06	0.117152354418489	2.45629335392787e-14	14	15
ENSG00000141295	SCRN2	-4.76650538942901	-0.041310526997305	1.87448718236283e-06	0.332394872334904	6.75651909006013e-43	26	39
ENSG00000163832	ELP6	-4.74470435898717	-0.466338195266429	2.08811078583615e-06	0.021	0.00155603920257567	14	17
ENSG00000137802	MAPKBP1	-4.74277524453603	-0.384175885277418	2.10810114165128e-06	0.042	7.17689766879053e-06	14	19
ENSG00000229660	AC004975.2	4.73414614519298	0.706433441125845	2.19979184756802e-06	0.078293563135261	6.95458026348898e-10	6	13
ENSG00000115970	THADA	4.72286778956708	0.211590649915095	2.32542030409455e-06	0.04756174886118	1.86176710037944e-06	15	18
ENSG00000163935	SFMBT1	4.71753141900907	0.128999223722869	2.38723542755892e-06	0.0663992390415154	1.50120366575664e-08	8	13
ENSG00000168056	LTBP3	4.71071494293257	0.205033403496397	2.46849301865915e-06	0.0776098608247798	8.30379572933704e-10	6	17
ENSG00000281920	AC007389.5	4.70879542714141	0.18973412957591	2.49185005940511e-06	0.059	1.14199300270051e-07	45	55
ENSG00000255310	AF131215.5	4.7082022930452	0.114897125755394	2.49911023475491e-06	0.120322458445666	1.04685974393823e-14	10	15
ENSG00000272223	AL136304.1	-4.68553710553736	-0.143041071128331	2.79226703425728e-06	0.0472504231842972	2.0155158639453e-06	13	20
ENSG00000196072	BLOC1S2	-4.68376375364679	-0.13134241756526	2.81654620004623e-06	0.147392363236967	6.42026197007611e-18	16	27
ENSG00000164077	MON1A	4.68292944463121	2.17871274761323	2.82803876960891e-06	0.014	0.00987846069311429	17	24
ENSG00000272140	AC022400.4	4.66562781069641	0.440614809828611	3.07676177047078e-06	0.0134021397214234	0.0121121152912268	5	5
ENSG00000149923	PPP4C	-4.65	-0.553806896791321	3.31935028863306e-06	0.0326863823510574	8.23733873158067e-05	1	7
ENSG00000269918	AF131215.6	4.64150701731345	0.104656455408447	3.45877273288941e-06	0.125479442881211	2.59915556542636e-15	13	22
ENSG00000242498	ARPIN	4.64093639468543	0.149438580035793	3.46833880637831e-06	0.0393021947043011	1.52616150650462e-05	4	12
ENSG00000055955	ITIH4	4.633119964057	0.0452396960404698	3.60195670690011e-06	0.318807438939245	7.61814310843997e-41	15	21
ENSG00000160801	PTH1R	-4.62963513894374	-0.15982207588655	3.66310600585784e-06	0.0955603485025898	7.6415773033469e-12	8	18
ENSG00000160796	NBEAL2	-4.62214263943891	-0.192304778854532	3.79796710681113e-06	0.0417869149523536	8.10606530634264e-06	4	5
ENSG00000152804	HHEX	-4.62196968584379	-0.183708257088597	3.80113569353746e-06	0.0351201632119723	4.42862143488432e-05	6	10
ENSG00000213533	STIMATE	4.61511846959813	0.115514306394215	3.92871146326357e-06	0.0942064518447331	1.09104576359234e-11	17	25
ENSG00000104643	MTMR9	4.61180028694237	0.16835928992506	3.99196443012784e-06	0.0584512680728349	1.15380039797466e-07	4	5
ENSG00000004534	RBM6	-4.61057869646513	-0.049141726225913	4.01549592843331e-06	0.500371297293429	2.24205539035235e-72	13	31
ENSG00000103479	RBL2	4.60322558792645	0.0451627897386978	4.15997205016616e-06	0.370030408153826	8.36549128451978e-49	9	12
ENSG00000183638	RP1L1	4.58492802336094	0.244540956853839	4.54142853345552e-06	0.0530715642172727	4.56545449700392e-07	9	15
ENSG00000121101	TEX14	4.55823684337307	0.0830679564108867	5.1584846743058e-06	0.0767790937480369	1.02989274471735e-09	9	11
ENSG00000276261	AC009509.4	4.55799452026085	0.308038466970527	5.16443845666181e-06	0.0260688687378343	0.000447534106072541	6	11
ENSG00000110536	PTPMT1	4.53843667809091	1.1061634772024	5.66728081019541e-06	0.0177844588906076	0.00381228763010663	4	7
ENSG00000235513	AL035681.1	4.53086419753086	0.122066392539022	5.87428920484356e-06	0.131070810915507	5.69132898332071e-16	1	1
ENSG00000181555	SETD2	4.5238132287347	0.312393367256205	6.073532508033e-06	0.0221641729597427	0.00122257036289396	5	5
ENSG00000108306	FBXL20	-4.50689244142256	-0.328159761886377	6.57839583917408e-06	0.0227384985490641	0.00105412610446195	4	6
ENSG00000153989	NUS1	-4.50025858225999	-0.18835609399487	6.78708483325963e-06	0.0139850918603336	0.0103705720432042	7	8
ENSG00000197815	AC122129.1	-4.48558291318183	-0.0759867187222145	7.27148623735907e-06	0.125499944751011	2.58476185676095e-15	9	15
ENSG00000267009	AC007780.1	4.48544311953411	0.252013833108263	7.27625562446654e-06	0.0344753146849836	5.21979443099324e-05	4	5
ENSG00000105808	RASA4	4.47994658670419	0.148046271188564	7.46617206104361e-06	0.148798911097968	4.34626065643965e-18	14	44
ENSG00000266717	AC134407.1	4.47959183673469	0.540531362457328	7.47859085747926e-06	0.0160728653573497	0.00597138449160318	1	6
ENSG00000130856	ZNF236	-4.47613637117083	-0.0941931124834346	7.60059468474239e-06	0.0909899526255821	2.53825136161001e-11	14	20
ENSG00000090975	PITPNM2	-4.47422680412371	-4.96020573827494	7.66883076863678e-06	0.0203739402677729	0.00194299593343487	1	6
ENSG00000138757	G3BP2	-4.47083244393638	-0.0869419642373668	7.7915725726907e-06	0.112978777650951	7.51886758784373e-14	6	8
ENSG00000050820	BCAR1	-4.45534921254397	-0.34248158351164	8.37567473155332e-06	0.0185554221741772	0.00311741810724274	6	9
ENSG00000196378	ZNF34	4.44850067924183	0.239120423850842	8.64717758108924e-06	0.197789866535482	3.68595881673551e-24	4	16
ENSG00000111328	CDK2AP1	4.42634823539042	0.190284031866251	9.58417567997749e-06	0.258837543465115	3.03881872460798e-32	5	13
ENSG00000176986	SEC24C	-4.41772151898734	-0.557715113633462	9.97468211871855e-06	0.0248834558897407	0.0006067896493038	1	6
ENSG00000147874	HAUS6	-4.40682527919011	-0.0768626734334825	1.04896734396398e-05	0.158825237356298	2.64698490193594e-19	6	12
ENSG00000142669	SH3BGRL3	-4.39780460620152	-0.253809722881587	1.09351354806719e-05	0.0134275369411254	0.012030340382872	14	16
ENSG00000228049	POLR2J2	4.38762333068113	0.205742586027346	1.1459601438224e-05	0.346058701421128	5.2971626751145e-45	12	28
ENSG00000064999	ANKS1A	-4.37985977866412	-0.141725676657927	1.18755700933004e-05	0.0278839587505453	0.000281040735397351	13	17
ENSG00000253878	AC087752.3	-4.37741533904704	-0.822199915212323	1.20094986093555e-05	0.014	0.0103452176948516	9	9
ENSG00000149089	APIP	-4.37467252231304	-0.037260607688357	1.21614909380785e-05	0.573304992952877	2.08747011347002e-88	32	56
ENSG00000277476	AC005332.5	4.36445339076152	0.99688124348057	1.27441017030439e-05	0.073	2.94574661774852e-09	8	26
ENSG00000130783	CCDC62	-4.36138788206163	-0.281322926125241	1.29240017772148e-05	0.0188650220907175	0.00287582396709358	4	6
ENSG00000243789	JMJD7	4.35185620642852	0.0857778562753681	1.34989787425877e-05	0.193	1.83451379840485e-23	23	29
ENSG00000139200	PIANP	4.35076500201988	0.503196037570533	1.35663386608975e-05	0.0784517081716373	6.67502930326105e-10	2	8
ENSG00000278765	AC004477.3	-4.34968118243512	-0.188883245427434	1.36335600213755e-05	0.051	8.71185838741219e-07	8	8
ENSG00000086619	ERO1B	4.34810910451423	0.107009753626744	1.37316293660206e-05	0.260104846017672	2.03290512738366e-32	6	10
ENSG00000255495	AC145124.1	4.34577335823636	0.187835323953921	1.38785813190712e-05	0.288611317872618	2.00268316756416e-36	9	25
ENSG00000159202	UBE2Z	-4.33498003074138	-0.594587652283746	1.45773354853773e-05	0.0109874429370932	0.0231926600439803	5	6
ENSG00000243305	AC026347.1	-4.31341361633362	-0.589767083092984	1.6075296739082e-05	0.0113012723761434	0.0213001118949475	5	7
ENSG00000161921	CXCL16	-4.31231957803368	-2.86609691745136	1.61550698629664e-05	0.208	1.80961742408991e-25	18	62
ENSG00000090238	YPEL3	4.30379746835443	0.791266149489328	1.67895158433851e-05	0.285761399872761	5.11890887267123e-36	1	13
ENSG00000167930	FAM234A	4.28046173939189	0.384876053771369	1.86505950623417e-05	0.083	2.33643492322722e-10	5	18
ENSG00000162341	TPCN2	-4.27729353783096	-0.145711116078667	1.89179276735008e-05	0.230393040794382	2.12120421347818e-28	6	21
ENSG00000177311	ZBTB38	-4.26298826150484	-0.245674309941854	2.01711118608117e-05	0.0351503195115332	4.39471423309583e-05	8	9
ENSG00000138778	CENPE	-4.25933984785733	-0.168929814073264	2.05031539137757e-05	0.0298901488151343	0.000168220354044182	3	4
ENSG00000175662	TOM1L2	-4.25919411887006	-0.141345131216338	2.05165242022076e-05	0.153637464934699	1.13049090389467e-18	4	9
ENSG00000136536	MARCH7	-4.24412090388175	-0.377072524811816	2.19452015846056e-05	0.0148618356642864	0.00821912999849583	5	6
ENSG00000272509	AC087752.4	-4.23842965498584	-1.73224736180174	2.25088686953701e-05	0.020873769832542	0.00170692069321085	3	4
ENSG00000132837	DMGDH	-4.23618627495963	-0.0985791838353747	2.27348194408172e-05	0.110874930500344	1.31924563393684e-13	10	13
ENSG00000103932	RPAP1	-4.23395400511018	-0.0516432904747159	2.29617926781334e-05	0.274822757462248	1.8147864788086e-34	8	14
ENSG00000141458	NPC1	-4.22184568332284	-0.0479573532936884	2.42309985807321e-05	0.248186132239526	8.68283608722156e-31	10	15
ENSG00000104313	EYA1	4.22168953034015	0.109237275780133	2.42477945555652e-05	0.0427328607520996	6.37077382689825e-06	7	8
ENSG00000165006	UBAP1	-4.21509059034491	-0.117006511397874	2.49677946597693e-05	0.0794106728017446	5.20430140410125e-10	2	2
ENSG00000169592	INO80E	-4.21314355336996	-0.0576722095326496	2.51840887957044e-05	0.293090029321085	4.54843596593051e-37	3	12
ENSG00000130943	PKDREJ	-4.21230293370188	-0.0500070911241811	2.52780221163817e-05	0.211898851771115	5.65579903723077e-26	12	19
ENSG00000229666	MAST4-AS1	-4.20827647472236	-0.0688311272089141	2.57325903958439e-05	0.205870442695274	3.39925041331401e-25	8	16
ENSG00000104626	ERI1	-4.20581510703116	-0.200731836056809	2.6014284978837e-05	0.0176066394327945	0.00399369094445082	13	17
ENSG00000198231	DDX42	4.20011153872492	0.137024181035058	2.66783522420155e-05	0.0967540502200181	5.58042851756325e-12	7	15
ENSG00000146477	SLC22A3	4.19746242691022	0.0960042548977829	2.69922421849422e-05	0.123851044671459	4.03857956177371e-15	15	20
ENSG00000003756	RBM5	-4.19525608908282	-0.442085203896451	2.72563456955588e-05	0.0315412225420301	0.000110335007591729	3	6
ENSG00000283674	AC068587.4	4.19021229586561	0.685326775629268	2.78693581150513e-05	0.058	1.22643204343431e-07	45	99
ENSG00000272040	AC010245.2	4.18145083939754	0.174242014934865	2.89654883032231e-05	0.0133352437538981	0.012330242715312	9	13
ENSG00000122861	PLAU	-4.17985042579819	-0.184671291158973	2.91700896024594e-05	0.0306575832065534	0.000138265860834984	8	11
ENSG00000272335	AC093297.2	-4.16455696202531	-0.0876547841302687	3.11957737946233e-05	0.0718244830131163	3.70940008329012e-09	1	1
ENSG00000253893	FAM85B	-4.15807423622678	-0.0902512365220713	3.20941735116875e-05	0.0708042501666655	4.82669931898299e-09	17	19
ENSG00000182628	SKA2	-4.1545716835911	-0.0957354243459345	3.25897438402389e-05	0.101577712453244	1.56139679948255e-12	3	5
ENSG00000269951	AC090181.2	4.15221970988162	1.4048806026458	3.29265912022425e-05	0.0330128386004828	7.57910538639111e-05	3	5
ENSG00000062524	LTK	4.13513427676455	0.141901056668977	3.54747149815537e-05	0.06	8.64020550423298e-08	5	10
ENSG00000281026	N4BP2L2-IT2	4.12879323297838	0.14599057956526	3.64672152546319e-05	0.0226344019444894	0.00108281997240857	3	5
ENSG00000187796	CARD9	-4.12658227848101	-0.769441530912033	3.68194309254832e-05	0.0369130894833483	2.80456268601457e-05	1	9
ENSG00000204264	PSMB8	4.12072058095982	1.21668308849257	3.77689264361436e-05	0.013	0.0140799485348097	3	4
ENSG00000126247	CAPNS1	4.12056216278141	0.0952897021317839	3.77949072807304e-05	0.142668058631066	2.37017723723484e-17	6	35
ENSG00000182586	LINC00334	-4.11824430992441	-0.15284015717978	3.81769844235436e-05	0.0414681225014175	8.79156287298756e-06	9	36
ENSG00000125755	SYMPK	-4.11328094449609	-0.0955819329863022	3.90075181924132e-05	0.0823241390773213	2.44042731475391e-10	7	15
ENSG00000137812	KNL1	4.110146298112	0.498278898338902	3.95408520685869e-05	0.0108354741343906	0.0241707095740623	2	3
ENSG00000172247	C1QTNF4	-4.10865639298938	-0.0580711373069871	3.97967665692889e-05	0.189014223490819	4.78086319890422e-23	5	8
ENSG00000254093	PINX1	-4.10406414947468	-0.232447222118495	4.05954818138987e-05	0.0179854653281359	0.00361725689090096	5	6
ENSG00000158186	MRAS	-4.09562130196474	-0.147547665042081	4.21037699533944e-05	0.0109589150116476	0.0233730935900894	7	9
ENSG00000175315	CST6	4.08831899308767	0.306467686252975	4.34510390407983e-05	0.019843561565953	0.00222970488721433	10	23
ENSG00000149100	EIF3M	-4.08780760055715	-0.270551937434347	4.35469069017813e-05	0.0397579511682736	1.35892696483856e-05	9	11
ENSG00000187122	SLIT1	4.08286761023789	0.056089958139578	4.44833669455136e-05	0.22950423709143	2.78261415359703e-28	13	16
ENSG00000145692	BHMT	-4.0664892317129	-0.0772471839713877	4.77266894864936e-05	0.137974107298004	8.62060585064131e-17	9	18
ENSG00000150760	DOCK1	-4.06497859411836	-0.204177786279948	4.80368706006207e-05	0.0348332316728929	4.76463807214553e-05	7	11
ENSG00000196504	PRPF40A	-4.06144762462549	-0.163770402129376	4.87693603550277e-05	0.0330907895488862	7.42989066844453e-05	11	14
ENSG00000175602	CCDC85B	4.05875430754844	0.264742981459629	4.93351868617875e-05	0.0243368557402297	0.000698359346626734	6	8
ENSG00000163257	DCAF16	-4.05777324464972	-0.0734961599726961	4.95428357638605e-05	0.142808808604891	2.27993798318022e-17	5	8
ENSG00000133059	DSTYK	-4.05066978467153	-0.0949053542312528	5.10712371177835e-05	0.0474132556002505	1.93358168898006e-06	7	8
ENSG00000185800	DMWD	-4.04198245223213	-0.0818833448295387	5.30011997885715e-05	0.122103331049175	6.47587486371385e-15	5	18
ENSG00000163815	CLEC3B	4.03277225606353	0.134175978827341	5.51226951608363e-05	0.0483404213150373	1.52658495828589e-06	12	22
ENSG00000155875	SAXO1	-4.02520772213324	-0.287392826701345	5.69250441631031e-05	0.0193063886734189	0.00256375412065704	4	4
ENSG00000161395	PGAP3	4.01545787726628	0.0802751182993503	5.93304952474227e-05	0.121236123229618	8.18312725553672e-15	8	17
ENSG00000037042	TUBG2	-4.00989229497322	-0.0640728392502823	6.07464504496225e-05	0.2	2.16277374847653e-24	20	38
ENSG00000145002	FAM86B2	4.00759256863659	0.659001952009534	6.13408220511147e-05	0.100559026299835	2.04425225826336e-12	5	18
