gene	genename	zscore	effect_size	pvalue	pred_perf_R2	pred_perf_pval	n_snps_used	n_snps_in_model
ENSG00000276814	AC004801.6	4.35333316183694	0.426116239901589	1.3408314466945e-05	0.0130655641157779	0.00235211532043836	6	7
ENSG00000197815	AC122129.1	-4.33937533933099	-0.0698318220539468	1.42888294085708e-05	0.276536695748298	1.86268348692165e-51	11	24
ENSG00000255310	AF131215.5	4.33804572724082	0.123421659092736	1.43755250152644e-05	0.0621710925244316	1.8192289561716e-11	11	18
ENSG00000198231	DDX42	4.33793518210648	0.158816602793446	1.43827555083575e-05	0.0952586681647532	4.78066637086439e-17	4	13
ENSG00000143416	SELENBP1	4.33691443496657	0.20049236307088	1.44496842062747e-05	0.0399730139720214	8.45659661396326e-08	19	35
ENSG00000103479	RBL2	4.33075989159794	0.0927830164413999	1.48595646676242e-05	0.09	4.87723266005252e-16	10	10
ENSG00000186998	EMID1	-4.3239577262277	-0.404256718342555	1.5325467569216e-05	0.017	0.00047280370920795	32	51
ENSG00000240053	LY6G5B	-4.29399375845449	-0.496603466556069	1.75487409646014e-05	0.24356906422341	1.2870213712919e-44	4	24
ENSG00000107679	PLEKHA1	4.29249472438392	0.108650191676653	1.76676749659155e-05	0.0627111823217081	1.47918771166451e-11	15	20
ENSG00000278740	AC005332.7	4.28893068693732	0.190901435415974	1.79535385376184e-05	0.0895724924167383	4.46930705023097e-16	5	21
ENSG00000278765	AC004477.3	-4.28709685966398	-0.0988961702341892	1.81023374437039e-05	0.0552966439269488	2.51600288602026e-10	19	21
ENSG00000214530	STARD10	4.28386211760549	0.06727770428637	1.8367676573483e-05	0.147121273922116	3.65585536832795e-26	9	11
ENSG00000101782	RIOK3	-4.27795540527872	-0.282397377505037	1.88617795091606e-05	0.0198791361416992	0.000170976380635023	11	21
ENSG00000183955	KMT5A	-4.27727315117191	-0.147099462857898	1.89196596585006e-05	0.0627963476067783	1.4316920074955e-11	2	3
ENSG00000186010	NDUFA13	-4.27595137881167	-0.153778167945559	1.90322761048911e-05	0.0191582877559316	0.000225145276499899	6	8
ENSG00000013523	ANGEL1	4.27402723474808	0.107105111421167	1.91973571128656e-05	0.0536500906735552	4.71175208378768e-10	9	19
ENSG00000115234	SNX17	-4.26890825599765	-0.0585718489478219	1.96432035763916e-05	0.390698570611731	8.75100264299837e-78	6	16
ENSG00000175662	TOM1L2	-4.26781228229487	-0.133208001991828	1.97399326067327e-05	0.206979229315535	2.32207518488833e-37	5	13
ENSG00000226380	AC016831.1	4.26386879512543	0.115426127793473	2.00917449781901e-05	0.0761759511935106	8.26696993596747e-14	16	31
ENSG00000163825	RTP3	-4.26190539757989	-0.177715941913588	2.02691251300902e-05	0.0460139352337187	8.57861432247268e-09	10	13
ENSG00000030066	NUP160	4.24326712814307	1.38792123961075	2.20288952714753e-05	0.048	4.83627760747723e-09	6	9
ENSG00000141458	NPC1	-4.241230863055	-0.0942497138022497	2.22297337835187e-05	0.0898026240741444	4.08368960565163e-16	15	18
ENSG00000114650	SCAP	-4.23059313664562	-0.157404035508178	2.33075913691483e-05	0.041462840844092	4.81180796654683e-08	7	24
ENSG00000103932	RPAP1	-4.2120313559578	-0.0520349752881403	2.53084401728998e-05	0.225817074215899	4.69872908308127e-41	8	14
ENSG00000055955	ITIH4	4.20723170005335	0.0784685478113388	2.58518048454892e-05	0.187	2.55888764471683e-33	20	22
ENSG00000127324	TSPAN8	-4.20219515753427	-0.170537843881394	2.64339088678067e-05	0.0322356741419365	1.57726431093735e-06	19	29
ENSG00000122861	PLAU	-4.20170093818263	-0.218144769627857	2.64916956371763e-05	0.0342915193649901	7.2501379446369e-07	7	14
ENSG00000204439	C6orf47	-4.19540229885058	-9.64016587403328	2.72387683168951e-05	0.0154254004895186	0.000942957869985115	1	16
ENSG00000164078	MST1R	4.19262648330627	0.145847231981768	2.75743249582572e-05	0.074	2.24651127881974e-13	17	22
ENSG00000103657	HERC1	4.18522266302193	0.352579770343972	2.84886705239629e-05	0.0128937194386972	0.00251489346304435	5	5
ENSG00000138778	CENPE	-4.17795133901122	-0.165251863986921	2.94146564114861e-05	0.0207416934406578	0.000123056620272148	5	6
ENSG00000006025	OSBPL7	-4.17265722266942	-0.239357783574195	3.01067710171132e-05	0.0213766670302808	9.66229053477758e-05	5	6
ENSG00000103126	AXIN1	-4.16504854368932	-1.68637362164934	3.11286323717574e-05	0.0269605278043468	1.16052066055114e-05	1	28
ENSG00000267368	UPK3BL1	4.16405031069698	0.127444193186717	3.12651174574352e-05	0.355891474389509	2.84983152873328e-69	30	79
ENSG00000133059	DSTYK	-4.15579697574456	-0.103983297527188	3.24155582878127e-05	0.0335048475280902	9.76136014861069e-07	9	11
ENSG00000109920	FNBP4	4.13057091542474	0.278586133307127	3.61863444422461e-05	0.14	9.90385859471397e-25	3	3
ENSG00000118518	RNF146	4.12653993592841	0.452647308946267	3.68262077130588e-05	0.0154144017412147	0.000946966210940797	6	16
ENSG00000196378	ZNF34	4.12565552213364	0.313608056539766	3.69680262399807e-05	0.0718635258450916	4.3802752428493e-13	3	14
ENSG00000087448	KLHL42	4.11496631819805	0.550599646498677	3.87235955587872e-05	0.014	0.0018913630019033	15	28
ENSG00000173457	PPP1R14B	4.11354366366469	0.583130253545447	3.89631301889182e-05	0.334543909625023	2.83522848057923e-64	2	18
ENSG00000170917	NUDT6	-4.09157604655309	-0.0910347614895254	4.28451397767038e-05	0.134885837030451	5.74117886640859e-24	7	9
ENSG00000150760	DOCK1	-4.09108189336131	-0.186004979153661	4.29365468890275e-05	0.0465838704146442	6.91084595762455e-09	19	31
ENSG00000271871	AC005740.4	4.08852248631636	0.131201716214182	4.34129470283651e-05	0.0164256401197535	0.000641539894897953	4	10
ENSG00000136536	MARCH7	4.06789231412354	0.429046082812601	4.74402945866981e-05	0.032	1.88370861746085e-06	22	25
ENSG00000145692	BHMT	-4.06732198500505	-0.101475236396882	4.75565121256238e-05	0.0760671713916892	8.62274413503591e-14	12	23
ENSG00000150967	ABCB9	-4.06021409615227	-0.17545139646926	4.90277387839022e-05	0.0685652534460727	1.56176340312142e-12	5	10
ENSG00000274667	AC090517.2	4.05172357658358	0.26584772719139	5.08417108109338e-05	0.0133845265144279	0.00207768493968317	12	16
ENSG00000270638	AL023806.1	4.03913100736265	0.0765205890822296	5.36495953158411e-05	0.0921875112426093	1.60121287529571e-16	28	40
ENSG00000172922	RNASEH2C	-4.03501801294873	-0.140284284938609	5.45981088129199e-05	0.193419311254287	9.38109746915797e-35	14	32
ENSG00000185559	DLK1	-4.0241112204048	-0.329943014170706	5.71908863635784e-05	0.0502652306196017	1.70786907257751e-09	7	19
ENSG00000064205	CCN5	4.01714073089544	0.364718228754807	5.89085473325923e-05	0.0368911441938216	2.71316350098595e-07	10	30
ENSG00000196968	FUT11	4.01610793204545	0.0717689709669037	5.91671665597371e-05	0.127035294924227	1.4214814267857e-22	9	13
ENSG00000243789	JMJD7	4.01183694791443	0.0953780542775263	6.02481079445827e-05	0.0666674271469418	3.24071302440837e-12	15	26
ENSG00000172247	C1QTNF4	-4.00381926949056	-0.0606396198169249	6.23279877431937e-05	0.22539964276735	5.68567278554496e-41	5	8
ENSG00000185215	TNFAIP2	-3.99828778933964	-0.210405268101267	6.38023474903715e-05	0.0429147671500918	2.77674263056875e-08	9	23
ENSG00000130943	PKDREJ	-3.99235727293753	-0.0453038939633761	6.54197089318131e-05	0.288190255662317	6.00836790196477e-54	17	33
ENSG00000106636	YKT6	3.99194404484624	0.56974869257073	6.55338380370907e-05	0.0797431723274851	2.07160560909587e-14	2	10
ENSG00000171634	BPTF	-3.98488148231166	-0.587288265184446	6.75138139374365e-05	0.0181932435811539	0.00032564209243838	5	14
ENSG00000075413	MARK3	-3.98443265886211	-0.125109671274888	6.76415348699333e-05	0.0205380903670917	0.000132984789116497	5	8
ENSG00000213533	STIMATE	3.98065058744162	0.112273694979168	6.87269100851928e-05	0.11559264226706	1.45738674528779e-20	6	10
ENSG00000173465	ZNRD2	3.97588670593318	0.359197595092761	7.0117502720457e-05	0.0119297419162151	0.00366442372499028	3	5
ENSG00000153989	NUS1	-3.9682195624259	-0.160073367035745	7.24116040573541e-05	0.0310081759231531	2.5088945940225e-06	5	7
ENSG00000197363	ZNF517	-3.96341463414634	-0.380647381983653	7.38852912898214e-05	0.0914653141732071	2.12654237744353e-16	1	29
ENSG00000125755	SYMPK	-3.96123091822727	-0.268459480197282	7.45643782635863e-05	0.0202360871751983	0.00014921219129898	6	31
ENSG00000076344	RGS11	-3.94307756291381	-0.359326973083994	8.04426247125178e-05	0.393427436388756	1.7962065394475e-78	3	54
ENSG00000204120	GIGYF2	3.93928446464829	0.402260198788886	8.17249844382584e-05	0.0131425894374106	0.00228265528700844	6	9
ENSG00000163257	DCAF16	-3.93896655247761	-0.0842179266234042	8.18333363370449e-05	0.0457528948351283	9.47131518893921e-09	5	12
ENSG00000123200	ZC3H13	3.93230458966847	0.145943048072139	8.41353660168132e-05	0.021531812905334	9.10821410152173e-05	5	10
ENSG00000186665	C17orf58	-3.92708333333333	-2.39441117278049	8.59821967744701e-05	0.0169012519618278	0.000534388576292996	1	7
ENSG00000161395	PGAP3	3.91909878137293	0.103637352764268	8.88806844236978e-05	0.13766887501801	1.82843658519734e-24	13	16
ENSG00000095564	BTAF1	-3.90459033462587	-0.663201966613786	9.43851322168232e-05	0.018	0.000333914754387766	3	4
ENSG00000272573	MUSTN1	3.9008560071461	0.264725670573653	9.58531541404017e-05	0.0152882187863243	0.000994200037033634	4	5
ENSG00000091542	ALKBH5	-3.90010979500826	-0.0568574282120581	9.61490746154148e-05	0.225795555871736	4.74514884499062e-41	12	42
ENSG00000164588	HCN1	3.89965632963457	0.339630112925122	9.6329323576283e-05	0.027	1.39310047163124e-05	15	28
ENSG00000170035	UBE2E3	-3.8900322676205	-0.241717333390749	0.000100230893347986	0.030070325372167	3.57705647401707e-06	14	18
ENSG00000069020	MAST4	-3.88841803469509	-0.053669875675558	0.000100899733085358	0.329363116846568	4.38021457666328e-63	40	62
ENSG00000245937	LINC01184	3.88188844000738	0.0383337094032457	0.000103648427382419	0.414616992091727	6.41550905261923e-84	10	14
ENSG00000184517	ZFP1	-3.87976189077243	-0.0617458928908813	0.000104558769480789	0.234029328914962	1.08155182670915e-42	10	22
ENSG00000073849	ST6GAL1	-3.87820531795139	-0.297582203827081	0.000105229890996483	0.0260805077188895	1.61968878381683e-05	6	11
ENSG00000198901	PRC1	-3.87589720989153	-0.222336450640246	0.000106232526419836	0.0250274038038996	2.41432732736019e-05	9	27
ENSG00000204388	HSPA1B	-3.87463016678755	-1.05171524394574	0.00010678675197151	0.0292333590001945	4.90942623848742e-06	2	11
ENSG00000186642	PDE2A	3.8652925428682	0.358173285559423	0.000110956126701645	0.018	0.000346741645871149	18	31
ENSG00000186660	ZFP91	3.86039059565952	0.228967647161827	0.000113205918967685	0.0193623191619886	0.00020826470722542	4	5
ENSG00000256443	AP003559.1	-3.84070796460177	-1.44385174213925	0.000122679990899988	0.0124496588510639	0.00299039470621686	1	3
ENSG00000205307	SAP25	3.84064367075412	0.80847788070912	0.000122712128687086	0.132447697715071	1.55995406488876e-23	7	19
ENSG00000239213	NCK1-DT	3.83132995554105	0.176514625032758	0.000127452446339715	0.101330340007585	4.33574091184392e-18	5	11
ENSG00000163584	RPL22L1	-3.82709253544835	-0.206209264917619	0.000129665779025512	0.0240470651009198	3.50195233714559e-05	6	9
ENSG00000224152	AC009506.1	-3.8180739341708	-0.273537968143546	0.000134497622257035	0.022	8.2082336439928e-05	11	13
ENSG00000145375	SPATA5	-3.81735939534265	-0.17011612279628	0.000134887612331269	0.0604746589009934	3.48274956073381e-11	5	7
ENSG00000163634	THOC7	3.81129946699663	0.287464887014836	0.000138238174452132	0.149731405836677	1.23219053253566e-26	4	10
ENSG00000273007	AC021205.3	-3.80860286318682	-0.169220047604044	0.000139754207693965	0.0820233243356364	8.53372744152742e-15	5	7
ENSG00000168255	POLR2J3	3.806897558149	0.0861437290487817	0.000140721000308819	0.160059754094583	1.6148110416772e-28	37	96
ENSG00000111877	MCM9	3.80280542343477	0.206047458508389	0.000143066720951657	0.0347755808374035	6.03764135629231e-07	5	8
ENSG00000112245	PTP4A1	-3.79340863493148	-0.346329897967781	0.00014859332096262	0.0130663398538066	0.00235140521799158	12	19
ENSG00000174839	DENND6A	3.793009371759	0.121181148195183	0.000148832537109511	0.0223066855423738	6.78294882090018e-05	19	26
ENSG00000101557	USP14	3.77691626251582	0.07594847866139	0.000158782085301956	0.111892166513359	6.43833486042054e-20	2	6
